time_s,voltage_V,current_A,ah,wh,power_W,battery_temp_C,chamber_temp_C,ambient_temp_C,temperature_profile,test_group,test_type,cycle_name,cell_id,file_name,source_path,time_from_discharge_start_s,discharged_ah,soc_percent,ocv_V
1260.0240044295788,4.13813,-0.14536,-0.01148,-0.0463,-0.6015185768,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,960.0050020962954,0.038650000000000004,98.7094770794448,4.13813
1320.0190018862486,4.13684,-0.14536,-0.0139,-0.0563,-0.6013310624,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1019.9999995529652,0.041069999999999995,98.62867331572568,4.13684
1380.0239972770214,4.13555,-0.14536,-0.01631,-0.06629,-0.601143548,25.66432,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1080.004994943738,0.043480000000000005,98.54820345185665,4.13555
1440.0150015950203,4.13427,-0.14536,-0.01873,-0.07628,-0.6009574872,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1139.9959992617369,0.045899999999999996,98.46739968813753,4.13427
1500.0250060111284,4.13234,-0.14454,-0.02115,-0.08627,-0.5972884236,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1200.006003677845,0.04832,98.38659592441843,4.13234
1560.017006099224,4.13105,-0.14454,-0.02356,-0.09624,-0.5971019670000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1259.9980037659407,0.05073,98.3061260605494,4.13105
1620.024998858571,4.13041,-0.14536,-0.02598,-0.10623,-0.6003963976,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1320.0059965252876,0.05315,98.22532229683029,4.13041
1680.0219979137182,4.12912,-0.14536,-0.02839,-0.1162,-0.6002088832,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1380.0029955804348,0.05556,98.14485243296126,4.12912
1740.0250017642977,4.12783,-0.14454,-0.03081,-0.12618,-0.5966365482,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1440.0059994310143,0.057980000000000004,98.06404866924214,4.12783
1800.0160060822964,4.12655,-0.14536,-0.03322,-0.13615,-0.599835308,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1499.997003749013,0.06039,97.98357880537311,4.12655
1860.018999874592,4.12526,-0.14536,-0.03564,-0.14611,-0.5996477936,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1559.9999975413086,0.06281,97.90277504165401,4.12526
1920.019006356597,4.12397,-0.14536,-0.03806,-0.15608,-0.5994602791999999,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1620.0000040233135,0.06523,97.82197127793489,4.12397
1980.0220001488924,4.12269,-0.14536,-0.04047,-0.16604,-0.5992742184000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1680.002997815609,0.06764,97.74150141406587,4.12269
2040.02000503242,4.12204,-0.14454,-0.04289,-0.176,-0.5957996616,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1740.0010026991365,0.07006,97.66069765034675,4.12204
2100.0229988247156,4.12076,-0.14454,-0.0453,-0.18595,-0.5956146504,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1800.0039964914322,0.07247,97.58022778647772,4.12076
2160.016004741192,4.12011,-0.14454,-0.04772,-0.19591,-0.5955206994000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1859.9970024079084,0.07489,97.49942402275862,4.12011
2220.023001730442,4.11883,-0.14536,-0.05013,-0.20586,-0.5987131287999999,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1920.0039993971586,0.07730000000000001,97.41895415888958,4.11883
2280.0159975886345,4.11754,-0.14536,-0.05255,-0.21581,-0.5985256144,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,1979.996995255351,0.07972,97.33815039517047,4.11754
2340.018005669117,4.1169,-0.14454,-0.05497,-0.22575,-0.595056726,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2039.9990033358335,0.08213999999999999,97.25734663145136,4.1169
2400.0200036913157,4.11561,-0.14454,-0.05738,-0.2357,-0.5948702694,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2100.001001358032,0.08455,97.17687676758233,4.11561
2460.026004910469,4.11497,-0.14454,-0.0598,-0.24564,-0.5947777637999999,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2160.0070025771856,0.08696999999999999,97.09607300386322,4.11497
2520.0160034000874,4.11368,-0.14454,-0.06221,-0.25558,-0.5945913072,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2219.997001066804,0.08938,97.01560313999418,4.11368
2580.018997192383,4.11304,-0.14536,-0.06463,-0.26552,-0.5978714944,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2279.9999948590994,0.0918,96.93479937627508,4.11304
2640.024002641439,4.11175,-0.14536,-0.06705,-0.27545,-0.5976839799999999,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2340.0050003081556,0.09422,96.85399561255596,4.11175
2700.0149969011545,4.11111,-0.14454,-0.06946,-0.28538,-0.5942198394,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2399.995994567871,0.09663,96.77352574868694,4.11111
2760.020002350211,4.10982,-0.14454,-0.07188,-0.29532,-0.5940333828000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2460.0010000169277,0.09905,96.69272198496783,4.10982
2820.0170014053583,4.10918,-0.14536,-0.07429,-0.30524,-0.5973104048,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2519.997999072075,0.10146,96.61225212109879,4.10918
2880.018999427557,4.10853,-0.14454,-0.07671,-0.31517,-0.5938469262,25.85486,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2579.9999970942736,0.10388,96.53144835737969,4.10853
2940.015998482704,4.10789,-0.14454,-0.07912,-0.32509,-0.5937544206,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2639.9969961494207,0.10629,96.45097849351065,4.10789
3000.0190023332834,4.1066,-0.14536,-0.08154,-0.33502,-0.596935376,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2700.0,0.10871,96.37017472979154,4.1066
3060.0200045853853,4.10596,-0.14536,-0.08396,-0.34494,-0.5968423455999999,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2760.001002252102,0.11113,96.28937096607244,4.10596
3120.0270015746355,4.10532,-0.14536,-0.08637,-0.35486,-0.5967493152,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2820.007999241352,0.11354,96.2089011022034,4.10532
3180.019997432828,4.10403,-0.14536,-0.08879,-0.36477,-0.5965618008,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2880.0009950995445,0.11596,96.1280973384843,4.10403
3240.0180023163557,4.10339,-0.14454,-0.0912,-0.37469,-0.5931039906000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,2939.9989999830723,0.11837,96.04762747461525,4.10339
3300.021006166935,4.10274,-0.14454,-0.09362,-0.3846,-0.5930100396,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3000.0020038336515,0.12079,95.96682371089615,4.10274
3360.0230041891336,4.10146,-0.14454,-0.09604,-0.39451,-0.5928250284000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3060.00400185585,0.12321,95.88601994717705,4.10146
3420.0250022113323,4.10081,-0.14454,-0.09845,-0.40442,-0.5927310774,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3120.005999878049,0.12562,95.805550083308,4.10081
3480.0179980695248,4.10017,-0.14536,-0.10087,-0.41433,-0.5960007112,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3179.9989957362413,0.12804,95.7247463195889,4.10017
3540.0230035185814,4.09953,-0.14536,-0.10328,-0.42423,-0.5959076807999999,25.85486,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3240.004001185298,0.13045,95.64427645571986,4.09953
3600.02500154078,4.09888,-0.14536,-0.1057,-0.43413,-0.5958131968,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3300.0059992074966,0.13287,95.56347269200076,4.09888
3660.0280053913593,4.09824,-0.14454,-0.10811,-0.44403,-0.5923596096,25.87728,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3360.009003058076,0.13528,95.48300282813173,4.09824
3720.027006044984,4.0976,-0.14536,-0.11053,-0.45394,-0.595627136,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3420.0080037117004,0.1377,95.40219906441261,4.0976
3780.0229992717505,4.09695,-0.14454,-0.11295,-0.46383,-0.592173153,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3480.003996938467,0.14012,95.32139530069351,4.09695
3840.019002556801,4.09631,-0.14454,-0.11536,-0.47373,-0.5920806474,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3540.0000002235174,0.14253,95.24092543682447,4.09631
3900.018998980522,4.09567,-0.14454,-0.11778,-0.48363,-0.5919881418,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3599.9999966472387,0.14495,95.16012167310537,4.09567
3960.022998601198,4.09438,-0.14454,-0.1202,-0.49352,-0.5918016852,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3660.0039962679148,0.14737,95.07931790938626,4.09438
4020.0219992548223,4.09374,-0.14454,-0.12261,-0.50341,-0.5917091796,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3720.002996921539,0.14978,94.99884804551722,4.09374
4080.0230015069246,4.09309,-0.14536,-0.12503,-0.5133,-0.5949715623999999,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3780.003999173641,0.1522,94.91804428179812,4.09309
4140.021006390452,4.09245,-0.14454,-0.12744,-0.52319,-0.5915227230000001,25.86607,25,,constant,constant,unknown,,,05-08-17_13.26 C20 OCV Test_C20_25dC.mat,./dataset/dataset_trad/Panasonic 18650PF Data/Panasonic 18650PF Data/25degC/C20 OCV and 1C discharge tests_start_of_tests/05-08-17_13.26 C20 OCV Test_C20_25dC.mat,3840.002004057169,0.15461,94.83757441792908,4.09245
